CH1,CH10
93.4143,0.0540161
93.4143,0.0564575
93.3838,0.0576782
93.4143,0.059967
93.4448,0.0598145
93.4448,0.0622559
93.4448,0.0639343
93.4448,0.065155
93.4143,0.068512
93.4448,0.0708008
93.4448,0.0758362
93.4753,0.0785828
93.4448,0.0830078
93.4143,0.0881958
93.4448,0.0927734
93.4448,0.0975037
93.4143,0.101624
93.4753,0.105133
93.5364,0.107574
93.4143,0.11261
93.3838,0.115204
93.2617,0.118408
93.2312,0.12207
93.1396,0.124817
93.1701,0.128174
93.1091,0.130615
93.1091,0.13092
93.0786,0.132904
93.0481,0.133362
93.0481,0.133514
93.1701,0.133514
93.2007,0.133362
93.2922,0.133514
93.4753,0.133362
93.5974,0.133209
93.6279,0.133362
93.7195,0.133209
93.7805,0.131073
93.8415,0.129395
93.9026,0.128632
93.8721,0.126495
93.811,0.123901
93.75,0.121307
93.7195,0.117645
93.5974,0.112915
93.5974,0.108185
93.5669,0.102692
93.5974,0.0958252
93.5669,0.0874329
93.5669,0.0798035
93.6279,0.0698853
93.7195,0.0584412
93.6889,0.0468445
93.75,0.0352478
93.811,0.0227356
93.8415,0.00991821
93.9331,-0.00198364
93.9331,-0.0119019
93.9331,-0.0224304
93.2007,-0.0318909
91.1255,-0.0408936
88.8367,-0.0479126
86.6089,-0.0532532
84.7778,-0.0578308
83.1909,-0.0627136
81.9092,-0.0675964
80.9021,-0.070343
80.0476,-0.0749207
79.5288,-0.0779724
78.949,-0.0804138
78.5827,-0.0814819
78.1555,-0.0813293
77.8808,-0.0814819
77.6367,-0.0811768
77.4841,-0.0816345
77.3926,-0.0814819
77.1789,-0.0788879
77.0874,-0.0788879
77.0263,-0.0787354
76.9958,-0.0788879
76.8127,-0.0785828
76.7517,-0.0769043
76.6907,-0.0764465
76.6601,-0.0743103
76.5991,-0.0726318
76.5076,-0.0718689
76.5076,-0.0717163
76.416,-0.0715637
76.477,-0.0717163
76.3855,-0.0718689
76.2634,-0.0730896
76.1413,-0.0737
76.1413,-0.0741577
76.0193,-0.0738525
76.0803,-0.0737
76.0193,-0.0741577
75.9888,-0.0741577
75.8972,-0.0727844
75.8362,-0.0718689
75.7446,-0.070343
75.531,-0.067749
75.2258,-0.0654602
75.0122,-0.0643921
74.707,-0.0622559
74.5239,-0.0608826
74.3408,-0.0596619
74.2187,-0.058136
74.1577,-0.0567627
74.0661,-0.0569153
73.9746,-0.0556946
73.7305,-0.0546265
73.4863,-0.0543213
73.2727,-0.0543213
73.0591,-0.0532532
72.937,-0.0520325
72.9065,-0.0520325
72.6929,-0.0520325
72.5708,-0.0498962
72.5708,-0.0495911
72.4792,-0.0471497
72.4792,-0.045929
72.4487,-0.0445557
72.4182,-0.0422668
72.3572,-0.0422668
72.3572,-0.0402832
72.4182,-0.0386047
72.3572,-0.0375366
72.3877,-0.035553
72.3877,-0.032196
72.1741,-0.0312805
71.6553,-0.0289917
71.167,-0.0276184
70.6787,-0.0262451
70.1904,-0.0250244
69.8547,-0.025177
69.519,-0.0253296
69.3054,-0.025177
69.1528,-0.0253296
68.9697,-0.025177
68.7256,-0.0263977
68.1457,-0.0276184
67.6269,-0.0297546
67.0471,-0.0323486
66.6809,-0.0360107
66.2842,-0.0410461
65.979,-0.0456238
65.8569,-0.0527954
65.6433,-0.0614929
65.4907,-0.0714111
65.1855,-0.0810242
64.6972,-0.088501
64.1174,-0.0944519
63.5986,-0.0979614
63.2019,-0.0975037
62.9272,-0.0912476
62.5305,-0.0782776
62.3474,-0.0588989
62.2253,-0.0332642
62.0117,0.000457764
61.8896,0.0401306
61.5539,0.0874329
61.3708,0.139923
61.0657,0.198212
60.8826,0.263062
60.73,0.332489
60.5469,0.40741
60.5163,0.485382
60.3638,0.567017
60.3638,0.652008
60.2112,0.737152
60.1806,0.825653
60.1806,0.913544
60.1501,1.00525
60.2112,1.0997
60.1196,1.19736
60.1806,1.29837
60.0891,1.40091
60.1196,1.50299
60.0586,1.59958
60.1196,1.68854
60.0891,1.76376
60.0586,1.82175
60.0586,1.85699
60.0891,1.86768
59.9975,1.85181
60.0891,1.80725
60.0891,1.73645
60.0586,1.64154
59.9975,1.5274
60.0586,1.40045
60.0281,1.26404
60.0586,1.11893
60.0586,0.968628
60.0281,0.814514
60.0281,0.659943
60.0586,0.511322
60.0586,0.369415
60.0586,0.236511
60.0891,0.11734
60.0281,0.00946045
60.0586,-0.0866699
60.0586,-0.170746
60.0281,-0.244904
60.0891,-0.309296
60.0891,-0.365601
60.0586,-0.411377
60.0281,-0.450897
60.0281,-0.480652
60.0281,-0.504303
60.0586,-0.521088
60.0586,-0.532074
60.0281,-0.536041
60.0586,-0.534821
60.0586,-0.529785
60.0586,-0.522308
60.0586,-0.510864
60.0586,-0.498505
60.0586,-0.484924
59.9975,-0.469971
60.0586,-0.455627
59.9975,-0.440674
60.0891,-0.426178
60.0891,-0.412598
60.0891,-0.400391
60.0586,-0.390167
60.0586,-0.380707
60.0281,-0.372009
60.0891,-0.363159
60.0281,-0.355835
59.9975,-0.349579
59.8755,-0.342712
59.7534,-0.337524
59.6313,-0.332794
59.4482,-0.327759
59.4482,-0.322571
59.2956,-0.315552
59.2956,-0.312805
59.2041,-0.308228
59.082,-0.304565
59.082,-0.300751
59.021,-0.297241
58.9294,-0.293427
58.8989,-0.290833
58.8074,-0.287628
58.7463,-0.285034
58.6548,-0.28244
58.7158,-0.278778
58.6548,-0.276184
58.6548,-0.273895
58.5327,-0.270386
58.4106,-0.266571
58.3191,-0.262909
58.197,-0.259094
58.0139,-0.254211
57.8918,-0.249023
57.8308,-0.244446
57.7392,-0.241852
57.7698,-0.237427
57.7392,-0.234375
57.6477,-0.229797
57.5561,-0.227051
57.4951,-0.224457
57.373,-0.221252
57.312,-0.217285
57.312,-0.214081
57.1899,-0.210266
57.2815,-0.207367
57.251,-0.20401
57.1289,-0.201721
57.0679,-0.199432
56.7627,-0.196381
56.488,-0.194244
56.1828,-0.191956
55.9997,-0.189362
55.8166,-0.185699
55.603,-0.1828
55.5725,-0.179749
55.4504,-0.176086
55.3284,-0.173035
55.2368,-0.168457
54.9927,-0.166016
54.718,-0.161133
54.5044,-0.158386
54.3518,-0.153656
54.2297,-0.151215
54.0161,-0.148621
53.9856,-0.14679
53.8635,-0.143738
53.894,-0.141296
53.8635,-0.138855
53.8025,-0.136719
53.8635,-0.13382
53.9551,-0.131531
53.9856,-0.13031
53.9856,-0.128021
54.0161,-0.126343
53.9856,-0.124207
54.0466,-0.122833
54.0161,-0.121002
54.0466,-0.118866
53.9551,-0.116272
53.9551,-0.112152
53.9245,-0.109406
53.8025,-0.107117
53.8025,-0.104675
53.772,-0.102234
53.7414,-0.0990295
53.7109,-0.0964355
53.7109,-0.0927734
53.6194,-0.0898743
53.6499,-0.0872803
53.6499,-0.0849915
53.6499,-0.0822449
53.6194,-0.0811768
53.6499,-0.0796509
53.6194,-0.0787354
53.6194,-0.0767517
53.6194,-0.0744629
53.5888,-0.0721741
53.5278,-0.0682068
53.3142,-0.065155
53.1616,-0.06073
53.009,-0.0584412
52.7954,-0.0532532
52.6733,-0.0485229
52.5513,-0.0434875
52.4597,-0.0410461
52.3987,-0.0363159
52.3987,-0.0328064
52.2461,-0.0302124
52.063,-0.0279236
51.8493,-0.0253296
51.5747,-0.0238037
51.3611,-0.0227356
51.239,-0.020752
51.0864,-0.0187683
50.9949,-0.0175476
50.9643,-0.0157166
50.8728,-0.0131226
50.8117,-0.0105286
50.7812,-0.00686646
50.8117,-0.00396729
50.7507,-0.00198364
50.7812,0.000610352
50.7812,0.0038147
50.7812,0.0062561
50.7202,0.00900269
50.7507,0.0114441
50.6897,0.0137329
50.5981,0.0163269
50.4761,0.0184631
50.4455,0.0210571
50.2319,0.0233459
50.1404,0.0250244
50.0183,0.0263977
50.0183,0.0282288
49.8962,0.0309753
49.8657,0.0335693
49.8047,0.0360107
49.8352,0.038147
49.8352,0.0411987
49.9267,0.0442505
50.0183,0.0465393
49.9878,0.0491333
50.1098,0.0515747
50.0793,0.0537109
50.1404,0.0550842
50.1404,0.0575256
50.1404,0.0598145
50.293,0.0621033
50.415,0.0646973
50.6286,0.0672913
50.8423,0.0697327
50.9643,0.0733948
51.1169,0.0759888
51.2695,0.0784302
51.3916,0.0817871
51.4221,0.0856018
51.5442,0.088501
51.7578,0.0906372
52.3681,0.0917053
53.1006,0.0941467
53.8635,0.0941467
54.4739,0.0964355
55.0537,0.098114
55.542,0.100098
55.8472,0.102997
56.1218,0.105133
56.3965,0.10788
56.5796,0.110321
56.7322,0.111389
56.8237,0.113525
56.8542,0.114746
56.8847,0.117798
56.9458,0.119934
57.0068,0.122681
57.0373,0.124969
57.0373,0.12619
57.0068,0.128479
57.0679,0.128326
56.9763,0.128326
57.0373,0.128174
57.0068,0.128479
57.0373,0.128479
57.0068,0.128326
57.0068,0.130005
57.0373,0.13092
57.0373,0.132599
57.0373,0.133362
57.8918,0.134888
60.3027,0.135956
62.9272,0.135803
65.4907,0.135803
67.5964,0.135956
69.4275,0.135803
70.8923,0.135803
72.0825,0.135651
72.9065,0.133667
73.6084,0.133362
75.6225,0.133514
79.3762,0.131073
83.4045,0.13092
87.0666,0.131073
90.1794,0.131073
92.7734,0.129852
94.9707,0.128632
96.5576,0.127563
97.9614,0.124512
98.938,0.12146
100.983,0.117645
104.706,0.114136
108.551,0.110321
111.969,0.105438
114.99,0.101776
117.401,0.0979614
119.446,0.0926208
121.033,0.0883484
122.253,0.0822449
123.291,0.0762939
124.756,0.0691223
127.258,0.0616455
129.73,0.0544739
131.989,0.0466919
133.911,0.0405884
135.468,0.0350952
136.78,0.0288391
137.787,0.0228882
138.58,0.0178528
139.191,0.0128174
139.984,0.00823975
141.357,0.00106812
142.578,-0.00411987
143.677,-0.0109863
144.653,-0.0163269
145.416,-0.0233459
146.088,-0.0308228
146.576,-0.0372314
146.973,-0.0447083
147.247,-0.0520325
147.705,-0.0578308
148.376,-0.065155
149.048,-0.0715637
149.689,-0.0773621
150.208,-0.0823975
150.696,-0.0889587
151.001,-0.0946045
151.367,-0.0997925
151.55,-0.103149
151.703,-0.107269
151.947,-0.111847
152.283,-0.114288
152.527,-0.117798
152.771,-0.121613
153.046,-0.124512
153.198,-0.126495
153.381,-0.13031
153.442,-0.132599
153.564,-0.134888
153.687,-0.137634
153.656,-0.137634
153.778,-0.140381
153.9,-0.140076
153.992,-0.141449
154.114,-0.14267
154.114,-0.142365
154.205,-0.144958
154.236,-0.146484
154.297,-0.147705
154.297,-0.149841
154.297,-0.150146
154.175,-0.15213
153.961,-0.152435
153.778,-0.152435
153.534,-0.152588
153.473,-0.15274
153.32,-0.151215
153.29,-0.149841
153.198,-0.148468
153.107,-0.147552
153.137,-0.147705
152.985,-0.145111
152.924,-0.144958
152.832,-0.143738
152.71,-0.14267
152.71,-0.142822
152.649,-0.140686
152.618,-0.140228
152.527,-0.140076
152.557,-0.13916
152.283,-0.137482
151.489,-0.138092
150.574,-0.135651
149.75,-0.135345
149.078,-0.133209
148.376,-0.132904
147.949,-0.130768
147.522,-0.129242
147.217,-0.127869
147.064,-0.126648
146.179,-0.125732
144.501,-0.124207
142.578,-0.123291
140.961,-0.122986
139.557,-0.120544
138.306,-0.120697
137.36,-0.119171
136.658,-0.11795
136.017,-0.116882
135.498,-0.115662
134.827,-0.113373
133.942,-0.109711
133.118,-0.105896
132.324,-0.102386
131.592,-0.0999451
131.042,-0.0968933
130.615,-0.0958252
130.249,-0.0944519
129.944,-0.0924683
129.669,-0.091095
129.456,-0.0886536
129.242,-0.0863647
129.028,-0.0849915
128.815,-0.0834656
128.632,-0.0839233
128.479,-0.0836182
128.387,-0.0823975
128.357,-0.0813293
128.296,-0.0813293
128.143,-0.0791931
128.113,-0.0787354
128.052,-0.0776672
127.93,-0.0765991
127.991,-0.0765991
127.96,-0.0741577
127.96,-0.0738525
127.96,-0.0726318
127.899,-0.0715637
127.899,-0.0700378
127.93,-0.0691223
127.899,-0.0689697
127.991,-0.0680542
127.93,-0.0668335
127.93,-0.0666809
127.93,-0.0645447
127.991,-0.0622559
127.93,-0.0605774
127.96,-0.0592041
127.93,-0.0567627
127.991,-0.0547791
127.991,-0.0531006
127.96,-0.0521851
128.021,-0.0498962
127.96,-0.0495911
127.93,-0.0494385
127.899,-0.0498962
127.899,-0.0473022
127.899,-0.0471497
127.93,-0.0447083
127.96,-0.045166
127.96,-0.0422668
127.93,-0.0421143
127.93,-0.0401306
127.899,-0.0398254
127.869,-0.0375366
127.96,-0.0350952
127.899,-0.0334167
127.991,-0.0325012
127.96,-0.0312805
127.96,-0.0302124
127.96,-0.0283813
127.808,-0.0273132
127.838,-0.0253296
127.686,-0.025177
127.716,-0.0230408
127.563,-0.022583
127.533,-0.0227356
127.594,-0.0227356
127.594,-0.0224304
127.472,-0.022583
127.411,-0.0212097
127.289,-0.0202942
127.045,-0.0202942
126.862,-0.0187683
126.709,-0.0175476
126.617,-0.0164795
126.434,-0.0154114
126.373,-0.0140381
126.16,-0.0128174
126.221,-0.0119019
126.068,-0.010376
126.099,-0.0100708
126.068,-0.00854492
126.129,-0.00793457
126.19,-0.00762939
126.19,-0.00564575
126.282,-0.00564575
126.312,-0.00549316
126.312,-0.00411987
126.282,-0.00274658
126.343,-0.00305176
126.404,-0.00335693
126.404,-0.00274658
126.465,-0.00289917
126.526,-0.00259399
126.465,-0.00518799
126.404,-0.00579834
126.465,-0.00564575
126.465,-0.00564575
126.434,-0.00518799
125.336,-0.00564575
122.589,-0.00564575
119.598,-0.00564575
116.852,-0.00518799
114.38,-0.00549316
112.457,-0.00564575
110.809,-0.00564575
109.467,-0.00762939
108.429,-0.00793457
107.666,-0.00793457
107.056,-0.00793457
106.476,-0.00793457
106.11,-0.00778198
105.743,-0.00976562
105.469,-0.0105286
105.225,-0.0105286
105.011,-0.00930786
104.889,-0.00793457
104.828,-0.00808716
104.706,-0.00656128
104.614,-0.00595093
104.462,-0.00534058
104.401,-0.0050354
104.309,-0.00534058
104.187,-0.00518799
104.156,-0.00518799
104.034,-0.00762939
104.004,-0.00808716
103.973,-0.00762939
103.973,-0.00808716
103.882,-0.00930786
103.607,-0.010376
103.424,-0.00930786
103.241,-0.00793457
103.027,-0.00778198
102.905,-0.00793457
102.844,-0.00808716
102.783,-0.00732422
102.6,-0.00778198
102.57,-0.00808716
102.509,-0.00793457
102.386,-0.0100708
102.295,-0.0106812
102.203,-0.010376
102.142,-0.0105286
102.081,-0.0105286
102.02,-0.010376
101.99,-0.010376
101.959,-0.010376
101.99,-0.0100708
101.898,-0.0105286
101.715,-0.0106812
101.593,-0.0100708
101.471,-0.010376
101.318,-0.0102234
101.288,-0.010376
101.227,-0.012207
101.044,-0.0128174
101.013,-0.01297
101.044,-0.0128174
101.044,-0.01297
101.044,-0.0131226
101.074,-0.01297
101.135,-0.0151062
101.166,-0.0151062
101.288,-0.0152588
101.288,-0.0152588
101.257,-0.0149536
101.288,-0.0154114
101.288,-0.0154114
101.349,-0.0151062
101.318,-0.0149536
101.379,-0.0154114
101.318,-0.0149536
101.318,-0.0154114
101.379,-0.0134277
101.379,-0.0123596
101.288,-0.0126648
101.318,-0.0128174
101.349,-0.0126648
101.318,-0.0126648
101.166,-0.01297
101.044,-0.0128174
100.891,-0.0126648
100.8,-0.01297
100.677,-0.0108337
100.647,-0.010376
100.586,-0.00823975
100.525,-0.00640869
100.555,-0.00396729
100.464,-0.00167847
100.586,0.00167847
100.647,0.00488281
100.647,0.0088501
100.677,0.0125122
100.708,0.0158691
100.769,0.0201416
100.8,0.0250244
100.83,0.0297546
100.8,0.0346375
100.8,0.0395203
100.8,0.0460815
100.861,0.0509644
100.83,0.0547791
100.861,0.0582886
100.861,0.0624084
100.922,0.0648499
100.861,0.0671387
100.83,0.0697327
100.891,0.0720215
100.891,0.0735474
100.891,0.0749207
100.861,0.0769043
100.891,0.0772095
100.891,0.0784302
100.922,0.0796509
100.861,0.0808716
100.891,0.0817871
100.83,0.0831604
100.861,0.0845337
100.83,0.0866699
100.83,0.0901794
100.891,0.0938416
100.922,0.0976562
100.891,0.102539
100.861,0.106506
100.922,0.110321
100.922,0.114899
100.922,0.118561
100.891,0.12085
100.83,0.123291
100.861,0.125732
100.922,0.126343
100.891,0.126038
100.891,0.125885
100.861,0.125885
100.922,0.12558
100.83,0.123749
100.891,0.123596
100.891,0.122223
100.891,0.121002
100.83,0.119629
100.861,0.118866
100.8,0.116425
100.891,0.115051
100.83,0.113983
100.891,0.111389
100.83,0.109406
100.861,0.106812
100.891,0.103149
100.861,0.10025
100.861,0.09552
100.861,0.0906372
100.861,0.085907
100.83,0.0778198
100.861,0.070343
100.891,0.0608826
100.861,0.0505066
100.891,0.0393677
100.891,0.0292969
100.891,0.0183105
100.891,0.00717163
100.861,-0.00244141
100.861,-0.012207
100.891,-0.0219727
100.891,-0.0306702
100.891,-0.0382996
100.861,-0.0456238
100.83,-0.0505066
100.83,-0.0553894
100.8,-0.0601196
100.8,-0.065155
100.677,-0.0691223
100.708,-0.0714111
100.647,-0.0740051
100.555,-0.0741577
100.494,-0.0761414
100.464,-0.0765991
100.403,-0.0767517
100.403,-0.0779724
100.433,-0.0788879
100.403,-0.0787354
100.433,-0.0788879
100.403,-0.0813293
100.403,-0.0813293
100.433,-0.0814819
100.403,-0.0813293
100.403,-0.0811768
100.403,-0.0813293
100.342,-0.0801086
99.5178,-0.0787354
97.5342,-0.0790405
95.3979,-0.0769043
93.4143,-0.0765991
91.8274,-0.0767517
90.393,-0.0767517
89.2029,-0.0765991
88.3179,-0.0743103
87.6465,-0.0743103
87.0666,-0.0741577
86.6089,-0.0730896
86.2427,-0.0717163
85.9375,-0.0714111
85.6933,-0.0695801
85.5102,-0.0691223
85.2661,-0.0688171
85.1745,-0.0669861
85.022,-0.0669861
84.9914,-0.0666809
84.8999,-0.0666809
84.7778,-0.0645447
84.5337,-0.0643921
84.3506,-0.0643921
84.198,-0.0630188
83.9233,-0.0616455
83.8013,-0.0616455
83.6487,-0.0596619
83.5571,-0.0593567
83.4961,-0.0572205
83.4045,-0.0567627
83.0993,-0.0547791
82.6721,-0.0544739
82.1838,-0.0521851
81.6955,-0.0520325
81.3293,-0.0495911
80.9936,-0.0497437
80.719,-0.0473022
80.5359,-0.045929
80.2917,-0.0448608
80.2307,-0.0422668
79.9255,-0.039978
79.5593,-0.0384521
79.1931,-0.0376892
78.7964,-0.0352478
78.4302,-0.0335693
78.2165,-0.0325012
78.0029,-0.0314331
77.8198,-0.030365
77.7588,-0.0285339
77.6367,-0.0274658
77.4841,-0.0274658
77.1484,-0.0253296
76.8127,-0.0250244
76.5076,-0.0253296
76.2939,-0.0250244
76.0803,-0.0253296
75.9888,-0.0274658
75.8056,-0.0309753
75.7141,-0.0358582
75.5615,-0.040741
75.47,-0.0479126
75.2868,-0.0541687
75.1648,-0.0617981
74.9206,-0.0688171
74.8901,-0.0784302
74.7375,-0.0857544
74.707,-0.0941467
74.5849,-0.0996399
74.5544,-0.100708
74.5544,-0.0996399
74.4018,-0.0938416
74.1577,-0.0830078
73.883,-0.0640869
73.7305,-0.039978
73.6084,-0.00839233
73.3948,0.0302124
73.2727,0.0750732
73.1811,0.124817
73.0896,0.179443
73.0591,0.238953
72.8454,0.306244
72.6623,0.378113
72.4487,0.453033
72.3572,0.532227
72.0215,0.61676
71.9299,0.701904
71.8384,0.793304
71.6858,0.887604
71.6553,0.986633
71.5942,1.08948
71.5027,1.19553
71.4416,1.30432
71.3196,1.41418
71.228,1.52222
71.1365,1.62308
71.0449,1.7128
71.1059,1.78833
71.0144,1.84464
70.9534,1.88126
71.0144,1.89209
70.9534,1.8779
70.8618,1.83655
70.7702,1.7691
70.6787,1.67542
70.6482,1.56082
70.5566,1.43097
70.5261,1.28571
70.5261,1.1322
70.5261,0.971222
70.4346,0.809174
70.3735,0.648956
70.2209,0.493469
70.0989,0.343323
69.9158,0.205536
69.8242,0.0811768
69.7632,-0.0302124
69.6716,-0.129089
69.6106,-0.213776
69.519,-0.285645
69.4885,-0.346375
69.458,-0.396118
69.2749,-0.435791
69.1528,-0.466919
68.9697,-0.489349
68.8782,-0.505524
68.8171,-0.513458
68.7256,-0.51712
68.634,-0.516205
68.634,-0.511475
68.6035,-0.503387
68.5119,-0.493469
68.3899,-0.481415
68.3594,-0.469666
68.2373,-0.456848
68.1763,-0.444794
68.1152,-0.432434
68.0542,-0.422668
67.9626,-0.412445
67.9626,-0.402832
67.9626,-0.395203
67.9626,-0.388031
67.9931,-0.380249
67.9016,-0.37323
67.9626,-0.366821
67.9931,-0.359955
67.9931,-0.354614
67.9626,-0.349884
67.9931,-0.34256
67.9016,-0.337982
67.9626,-0.332794
67.9321,-0.327606
67.9626,-0.322876
67.8711,-0.317993
67.9321,-0.31311
67.9016,-0.308228
67.8711,-0.305481
67.9016,-0.301056
67.9626,-0.297089
67.9626,-0.293732
67.9016,-0.289917
67.7795,-0.286255
67.6575,-0.283508
67.3828,-0.279846
67.2912,-0.276184
67.1081,-0.272827
66.8945,-0.26886
66.7724,-0.263977
66.7114,-0.26123
66.6504,-0.256805
66.6199,-0.253296
66.5283,-0.248871
66.3757,-0.245972
66.2536,-0.239563
66.04,-0.236969
65.9485,-0.233459
65.7959,-0.229797
65.7348,-0.226898
65.6433,-0.223389
65.6433,-0.220184
65.6433,-0.217743
65.5212,-0.214081
65.4602,-0.211334
65.3381,-0.207977
65.3381,-0.205078
65.216,-0.201569
65.155,-0.197754
65.094,-0.19516
65.0329,-0.191956
65.0329,-0.188141
64.9719,-0.185394
64.8804,-0.1828
64.6362,-0.180511
64.3616,-0.177155
64.0564,-0.174561
63.9038,-0.171051
63.6597,-0.167999
63.5071,-0.165558
63.385,-0.162354
63.324,-0.160217
63.2019,-0.15625
63.0188,-0.153809
62.8662,-0.150909
62.5915,-0.148926
62.4084,-0.145264
62.2253,-0.142975
62.1033,-0.140381
61.9201,-0.136719
61.8286,-0.13382
61.8286,-0.133209
61.7676,-0.130615
61.5234,-0.128021
61.2488,-0.126495
61.0046,-0.124359
60.73,-0.120697
60.4553,-0.117035
60.2722,-0.114594
60.0281,-0.111237
59.9365,-0.107422
59.906,-0.104828
59.8144,-0.101471
59.7534,-0.0975037
59.5398,-0.0947571
59.3872,-0.0926208
59.143,-0.0888062
59.143,-0.0862122
58.9905,-0.0839233
58.8989,-0.0801086
58.8379,-0.0776672
58.7158,-0.0749207
58.7768,-0.0726318
58.6853,-0.0717163
58.6548,-0.0698853
58.5632,-0.0669861
58.5937,-0.0643921
58.5632,-0.0608826
58.5937,-0.058136
58.5022,-0.0561523
58.5937,-0.0535583
58.5327,-0.0498962
58.6242,-0.0474548
58.5937,-0.0448608
58.4411,-0.0424194
58.4106,-0.0401306
58.3496,-0.0363159
58.2886,-0.0338745
58.258,-0.0312805
58.136,-0.0289917
58.1665,-0.0262451
58.1665,-0.0228882
58.1665,-0.0205994
58.0444,-0.018158
58.0139,-0.0157166
57.9223,-0.01297
57.8918,-0.0106812
57.7392,-0.00930786
57.7698,-0.00656128
57.8003,-0.00427246
57.6172,-0.00183105
57.6782,-0.000610352
57.6172,0.00137329
57.7087,0.00366211
57.6782,0.00564575
57.8003,0.00778198
57.8308,0.00900269
57.8308,0.0112915
57.8308,0.0134277
57.9834,0.0163269
57.9834,0.0184631
58.0444,0.022583
58.0444,0.025177
57.9834,0.0283813
58.0139,0.0320435
57.9834,0.0350952
58.0749,0.037384
58.0444,0.0395203
58.0749,0.0428772
58.0749,0.045166
58.0749,0.0473022
58.1055,0.0512695
58.0749,0.0540161
58.197,0.0566101
58.5632,0.0587463
58.8989,0.0613403
59.2651,0.0639343
59.6618,0.0663757
59.967,0.0688171
60.1501,0.0709534
60.3943,0.0733948
60.6079,0.0756836
60.6994,0.0782776
61.3098,0.0817871
62.7746,0.0842285
64.331,0.0854492
65.7959,0.087738
67.0166,0.090332
67.9931,0.0930786
68.8476,0.0953674
69.4885,0.0968933
69.9768,0.098877
70.4346,0.101624
70.7092,0.10376
70.9534,0.105286
71.1975,0.107422
71.3196,0.108795
71.4111,0.111542
71.5942,0.113831
71.6247,0.116272
71.7468,0.117798
71.6247,0.118713
71.7163,0.121002
73.1811,0.121002
76.3855,0.123596
79.8034,0.123596
82.9162,0.125885
85.6933,0.12619
87.9211,0.128174
89.6911,0.128632
91.1865,0.128784
92.3462,0.128632
93.2007,0.130768
95.6726,0.131378
99.7619,0.131226
104.004,0.132294
107.819,0.133362
111.023,0.134735
113.77,0.136108
115.845,0.136108
117.584,0.135803
118.988,0.135651
120.026,0.135803
122.192,0.135803
125.458,0.135956
128.723,0.135651
131.683,0.133667
134.125,0.133057
136.169,0.133209
137.848,0.133209
139.221,0.132294
140.228,0.130768
140.991,0.128632
142.395,0.126343
144.409,0.123901
146.332,0.121155
148.01,0.117798
149.445,0.115204
150.696,0.111694
151.672,0.10788
152.405,0.103149
153.076,0.100403
153.503,0.0959778
154.083,0.0909424
154.846,0.0857544
155.457,0.0813293
155.945,0.0761414
156.433,0.0714111
156.86,0.0653076
157.074,0.0592041
157.318,0.0520325
157.501,0.0454712
157.745,0.0387573
157.928,0.0318909
158.203,0.0244141
158.417,0.0167847
158.783,0.00976562
158.905,0.00305176
159.119,-0.00366211
159.241,-0.00991821
159.302,-0.0163269
159.485,-0.0234985
159.485,-0.0283813
159.76,-0.0354004
160.065,-0.0410461
160.522,-0.0456238
160.797,-0.0506592
161.102,-0.055542
161.377,-0.0602722
161.591,-0.0654602
161.713,-0.0701904
161.835,-0.0750732
161.926,-0.0796509
162.14,-0.0848389
162.415,-0.0895691
162.75,-0.0923157
163.025,-0.0968933
163.239,-0.101776
163.452,-0.106659
163.605,-0.109711
163.757,-0.114288
163.91,-0.118103
163.94,-0.12146
163.94,-0.124359
163.879,-0.127716
163.818,-0.131683
163.696,-0.13382
163.605,-0.136566
163.574,-0.138855
163.513,-0.140076
163.452,-0.142517
163.391,-0.144806
163.33,-0.145111
163.33,-0.1474
163.361,-0.1474
163.3,-0.147705
163.361,-0.149689
163.3,-0.149994
163.3,-0.147858
163.269,-0.147247
163.3,-0.147552
163.269,-0.147552
163.33,-0.147705
163.239,-0.1474
163.239,-0.147247
162.964,-0.147705
162.964,-0.145569
162.781,-0.145111
162.689,-0.142975
162.628,-0.141449
162.537,-0.140381
162.476,-0.140076
162.384,-0.137939
162.292,-0.137634
161.957,-0.136414
161.468,-0.135193
161.102,-0.13382
160.797,-0.132599
160.492,-0.130768
160.248,-0.128174
160.034,-0.126801
159.851,-0.12558
159.76,-0.123138
159.332,-0.12146
158.63,-0.120392
157.867,-0.119019
157.104,-0.11795
156.433,-0.116882
155.975,-0.115967
155.579,-0.114899
155.243,-0.113068
154.907,-0.112152
154.724,-0.110931
154.083,-0.109558
152.954,-0.108185
151.733,-0.107269
150.726,-0.105591
149.811,-0.105896
148.987,-0.10376
148.437,-0.103455
147.888,-0.101166
147.491,-0.101013
147.186,-0.0984192
146.851,-0.0970459
146.24,-0.0946045
145.721,-0.0935364
145.233,-0.091095
144.836,-0.0897217
144.47,-0.0886536
144.196,-0.0865173
144.012,-0.085144
143.86,-0.0836182
143.707,-0.0814819
143.433,-0.0801086
143.097,-0.0788879
142.761,-0.0765991
142.517,-0.0746155
142.212,-0.0720215
142.029,-0.0694275
141.785,-0.0675964
141.724,-0.0668335
141.632,-0.0654602
141.51,-0.0643921
141.357,-0.0621033
141.235,-0.0617981
141.083,-0.0598145
140.93,-0.0596619
140.747,-0.0572205
140.625,-0.0569153
140.533,-0.0547791
140.411,-0.0534058
140.381,-0.0511169
140.289,-0.0497437
140.289,-0.0471497
140.259,-0.0448608
140.259,-0.0436401
140.289,-0.0419617
140.259,-0.0410461
140.259,-0.0395203
