CH1,CH10
98.8769,-0.0286865
98.4802,-0.027771
98.0835,-0.0274658
97.6867,-0.027771
97.3816,-0.0274658
97.168,-0.0274658
97.0764,-0.027771
96.8933,-0.0273132
96.6186,-0.0263977
96.3745,-0.025177
96.2829,-0.0248718
96.0693,-0.025177
95.9778,-0.0250244
95.8557,-0.0250244
95.7641,-0.0250244
95.6726,-0.0250244
95.6726,-0.025177
95.6116,-0.0250244
95.5505,-0.0271606
95.581,-0.0276184
95.581,-0.0279236
95.4895,-0.0259399
95.4895,-0.025177
95.5505,-0.0253296
95.459,-0.025177
95.4284,-0.0253296
95.5505,-0.0270081
95.459,-0.0276184
95.459,-0.027771
95.459,-0.027771
95.4895,-0.0274658
95.4895,-0.0276184
95.52,-0.0262451
95.4895,-0.0250244
95.4895,-0.0230408
95.459,-0.0189209
95.52,-0.0164795
95.3979,-0.0114441
95.3064,-0.00823975
95.1538,-0.00427246
94.9402,0.000610352
94.8791,0.00518799
94.8486,0.010376
94.7571,0.0141907
94.696,0.0175476
94.6045,0.022583
94.635,0.025177
94.5129,0.0288391
94.574,0.0323486
94.574,0.0335693
94.574,0.0360107
94.5434,0.0361633
94.4824,0.0363159
94.4824,0.0363159
94.4824,0.0346375
94.4214,0.0338745
94.4824,0.0334167
94.4214,0.0314331
94.3603,0.0311279
94.3298,0.0308228
94.2688,0.0332642
94.2077,0.0358582
94.0857,0.0396729
94.0857,0.0442505
94.0246,0.0502014
94.0552,0.0576782
94.0246,0.0654602
94.0552,0.0746155
94.0552,0.0830078
93.9941,0.0917053
93.9636,0.0976562
94.0246,0.104523
93.9636,0.107727
93.9941,0.111084
93.9941,0.111694
93.9941,0.11261
93.9941,0.114136
93.9636,0.112457
93.9331,0.111389
93.9026,0.109863
93.9331,0.108795
93.9636,0.106964
93.9331,0.105133
93.9636,0.102692
93.9331,0.100403
93.9331,0.0979614
93.9026,0.0953674
93.9026,0.092926
93.8415,0.0897217
93.6279,0.0857544
93.4448,0.0830078
93.3838,0.0798035
93.4143,0.0762939
93.2312,0.0709534
93.1701,0.0650024
93.1396,0.0578308
93.1396,0.050354
93.0786,0.0408936
93.0481,0.0315857
93.0481,0.0215149
93.0176,0.012207
93.0176,0.00198364
93.0176,-0.00991821
93.0176,-0.0204468
92.9565,-0.0297546
92.987,-0.0398254
93.0176,-0.0479126
92.9565,-0.0547791
92.987,-0.0605774
92.9565,-0.0653076
92.987,-0.0701904
93.0176,-0.0753784
92.9565,-0.0784302
92.926,-0.0810242
92.987,-0.0839233
92.9565,-0.0860596
92.987,-0.0875854
92.9565,-0.0883484
92.987,-0.0883484
92.9565,-0.0909424
92.9565,-0.0912476
92.9565,-0.091095
92.926,-0.091095
92.9565,-0.091095
92.8955,-0.0912476
93.0786,-0.0912476
92.987,-0.0912476
92.926,-0.091095
92.6208,-0.0912476
92.4377,-0.0912476
92.2241,-0.0909424
91.9494,-0.0909424
91.7358,-0.0909424
91.5832,-0.0912476
91.4001,-0.091095
91.3391,-0.0889587
91.3086,-0.0888062
91.156,-0.0863647
90.6372,-0.085907
90.2405,-0.0846863
89.8132,-0.0840759
89.4775,-0.0834656
89.1723,-0.0827026
88.9892,-0.0811768
88.7756,-0.0811768
88.623,-0.0811768
88.4704,-0.0793457
88.3789,-0.0785828
88.0432,-0.0790405
87.8296,-0.0787354
87.5549,-0.0787354
87.4023,-0.0769043
87.1887,-0.0764465
87.0056,-0.0764465
86.9751,-0.0743103
86.914,-0.0740051
86.8225,-0.0720215
86.792,-0.0715637
86.7615,-0.0694275
86.7615,-0.0688171
86.6699,-0.0668335
86.6394,-0.0653076
86.6089,-0.0643921
86.6394,-0.0622559
86.6089,-0.0596619
86.6394,-0.0578308
86.6394,-0.055542
86.6089,-0.0544739
86.6394,-0.0521851
86.6394,-0.0498962
86.5784,-0.0497437
86.6394,-0.0473022
86.6394,-0.0457764
86.5784,-0.0450134
86.6089,-0.0447083
86.5173,-0.0427246
86.6089,-0.0422668
86.5478,-0.0424194
86.5784,-0.0422668
86.5784,-0.0401306
86.5478,-0.0393677
86.5478,-0.0398254
86.6394,-0.0372314
86.5784,-0.0372314
86.6089,-0.0352478
86.5784,-0.03479
86.5784,-0.0326538
86.5784,-0.0309753
86.6089,-0.0285339
86.6089,-0.0274658
86.5478,-0.0253296
86.6089,-0.025177
86.6089,-0.025177
86.5478,-0.0273132
86.5784,-0.0297546
86.5784,-0.0334167
86.6089,-0.0386047
86.5784,-0.0431824
86.6394,-0.0495911
86.5784,-0.0572205
86.6089,-0.0642395
86.6089,-0.0735474
86.6089,-0.0822449
86.6394,-0.0895691
86.5478,-0.09552
86.5784,-0.0982666
86.6089,-0.0970459
86.5784,-0.0924683
86.6089,-0.0837708
86.5478,-0.0692749
86.5478,-0.0485229
86.5784,-0.0228882
86.5478,0.00946045
86.6089,0.0466919
86.6089,0.0906372
86.5784,0.140533
86.5478,0.19455
86.5784,0.254364
86.5784,0.317535
86.5784,0.387421
86.5784,0.4599
86.5784,0.535889
86.6089,0.61615
86.5173,0.698242
86.6089,0.783539
86.5784,0.872955
86.5784,0.965118
86.5784,1.06171
86.5784,1.16348
86.6394,1.26556
86.6089,1.3681
86.5478,1.46774
86.5478,1.55853
86.5784,1.63483
86.5784,1.69586
86.6394,1.73645
86.5478,1.75262
85.5408,1.745
82.6416,1.71097
79.4372,1.65146
76.5686,1.5686
74.0356,1.46683
71.8994,1.3504
70.2209,1.22284
68.8782,1.08612
67.81,0.942993
67.0166,0.796051
66.2842,0.649567
65.6433,0.505829
65.1245,0.366974
64.6972,0.238342
64.3616,0.12085
64.0259,0.0144958
63.8122,-0.0799561
63.6597,-0.164948
63.5986,-0.236053
63.4155,-0.299683
63.2934,-0.352783
63.0798,-0.397186
62.7441,-0.433044
62.5,-0.460358
62.3474,-0.480499
62.2253,-0.495148
62.0727,-0.501556
61.9201,-0.502625
61.8286,-0.501404
61.7676,-0.495148
61.5539,-0.48584
61.1267,-0.475922
60.6079,-0.463867
60.1196,-0.450439
59.7229,-0.437012
59.4482,-0.423737
59.1125,-0.409851
58.8379,-0.396271
58.6853,-0.385437
58.5937,-0.373535
58.4106,-0.363312
57.9834,-0.353394
57.5867,-0.346069
57.1899,-0.337982
56.8847,-0.331116
56.6406,-0.325012
56.427,-0.320282
56.3049,-0.315399
56.0913,-0.310822
56.0608,-0.305481
55.8777,-0.300751
55.6946,-0.298157
55.4809,-0.293427
55.3589,-0.29068
55.1452,-0.28656
55.0842,-0.282288
54.9927,-0.278778
54.9621,-0.275116
54.8401,-0.271149
54.8401,-0.268402
54.8096,-0.26535
54.8096,-0.262604
54.9011,-0.259094
54.9316,-0.256195
54.9316,-0.252991
54.9621,-0.249329
55.0537,-0.245667
55.0842,-0.241547
55.0232,-0.238953
55.0842,-0.235901
54.9011,-0.232086
54.2908,-0.228577
53.6804,-0.224609
53.1616,-0.221252
52.6733,-0.218506
52.2766,-0.21637
51.9104,-0.212708
51.6968,-0.209808
51.5137,-0.207214
51.2695,-0.204926
50.9338,-0.201263
50.354,-0.198975
49.7436,-0.195465
49.1943,-0.192566
48.706,-0.189362
48.2483,-0.185394
47.9431,-0.182037
47.699,-0.179749
47.4853,-0.177002
47.3327,-0.174561
47.0581,-0.171967
46.6308,-0.16983
46.112,-0.167084
45.6238,-0.164795
45.3186,-0.162354
45.0439,-0.158539
44.8608,-0.155792
44.5862,-0.153351
44.3725,-0.151367
44.2505,-0.147858
44.22,-0.145416
43.9148,-0.141602
43.7317,-0.139008
43.5791,-0.136414
43.396,-0.132904
43.3349,-0.130768
43.2434,-0.128326
43.1213,-0.126495
42.9992,-0.124054
42.9687,-0.123138
42.9687,-0.120697
42.8161,-0.11795
42.7856,-0.11673
42.7246,-0.114288
42.633,-0.111847
42.6025,-0.109406
42.572,-0.106964
42.4805,-0.104675
42.4805,-0.102234
42.4194,-0.0984192
42.4194,-0.0961304
42.4805,-0.0933838
42.572,-0.0912476
42.633,-0.088501
42.6941,-0.0865173
42.6636,-0.0840759
42.6941,-0.0817871
42.7856,-0.0787354
42.8161,-0.0749207
42.8161,-0.072937
42.8161,-0.0692749
42.7856,-0.0654602
42.7856,-0.0627136
42.8467,-0.06073
42.7246,-0.0582886
42.8161,-0.0552368
42.7856,-0.0520325
42.8161,-0.0497437
42.8161,-0.0473022
42.8161,-0.0456238
42.9077,-0.0430298
42.8467,-0.0410461
42.8161,-0.0389099
42.8467,-0.0361633
42.7856,-0.0332642
42.8161,-0.0311279
42.8772,-0.027771
42.7551,-0.0254822
42.8467,-0.0231934
42.8467,-0.0189209
42.8467,-0.0166321
42.8161,-0.0138855
42.8161,-0.0105286
42.8161,-0.00823975
42.8467,-0.00564575
42.8467,-0.00335693
42.8467,-0.000457764
42.8772,0.00137329
42.7551,0.0038147
42.8161,0.00656128
42.9077,0.00915527
43.0603,0.0114441
43.2739,0.0132751
43.4875,0.0160217
43.5791,0.0184631
43.7927,0.0202942
43.8843,0.0230408
43.9758,0.0239563
44.0368,0.0260925
44.1284,0.027771
44.1589,0.0300598
44.1894,0.0328064
44.1894,0.0349426
44.1589,0.037384
44.281,0.039978
44.3115,0.0404358
44.2505,0.042572
44.3115,0.0450134
44.281,0.0473022
44.281,0.0502014
44.3115,0.0523376
44.5251,0.0538635
44.7388,0.0550842
44.9219,0.0572205
45.1355,0.0592041
45.2576,0.0604248
45.4101,0.0613403
45.4407,0.0622559
45.5322,0.0648499
45.5627,0.0675964
45.6848,0.0697327
46.051,0.0721741
46.2646,0.0737
46.5393,0.0762939
46.8139,0.0782776
46.9971,0.0808716
47.1191,0.0830078
47.3022,0.085907
47.3327,0.0868225
47.3938,0.0892639
47.9126,0.0909424
49.0722,0.0920105
50.415,0.093689
51.6662,0.09552
52.7344,0.0965881
53.6499,0.098877
54.2602,0.098877
54.9927,0.101776
55.4199,0.102692
55.7861,0.10376
57.0068,0.106049
59.6313,0.106659
62.3169,0.106506
64.9414,0.106506
67.1081,0.107727
68.9392,0.1091
70.3735,0.108948
71.4722,0.108948
72.3877,0.108795
73.1506,0.1091
74.707,0.110321
77.6672,0.111389
80.7495,0.111542
83.4961,0.113068
85.8459,0.113831
87.8906,0.116272
89.447,0.116425
90.7593,0.117645
91.7663,0.118866
92.5598,0.118713
94.1162,0.118713
96.9848,0.119171
99.9756,0.118713
102.631,0.118866
104.919,0.117493
106.781,0.116577
108.307,0.114899
109.558,0.113831
110.504,0.111694
111.267,0.110321
112.518,0.10788
114.563,0.105591
116.638,0.102539
118.469,0.101471
120.026,0.0991821
121.368,0.0968933
122.467,0.0944519
123.199,0.0930786
123.901,0.0906372
124.39,0.0878906
125.061,0.0854492
125.885,0.0831604
126.831,0.0798035
127.533,0.0762939
128.204,0.0735474
128.784,0.0686646
129.211,0.065155
129.425,0.0616455
129.761,0.0564575
130.005,0.0517273
130.28,0.0465393
130.859,0.0416565
131.5,0.037384
131.958,0.0328064
132.446,0.0276184
132.843,0.0227356
133.118,0.0166321
133.331,0.0105286
133.575,0.00564575
133.697,-0.000305176
133.972,-0.00656128
134.247,-0.0117493
134.583,-0.0164795
134.888,-0.022583
135.223,-0.0285339
135.376,-0.0332642
135.62,-0.038147
135.712,-0.043335
135.864,-0.0482178
135.864,-0.0531006
136.078,-0.0578308
136.291,-0.0630188
136.566,-0.067749
136.719,-0.0726318
136.932,-0.0775146
137.115,-0.0823975
137.299,-0.0869751
137.329,-0.0907898
137.421,-0.0946045
137.543,-0.0991821
137.604,-0.102539
137.817,-0.105743
138.123,-0.108032
138.245,-0.110321
138.458,-0.11322
138.58,-0.115204
138.763,-0.117798
138.885,-0.119476
138.916,-0.120392
138.947,-0.120697
139.069,-0.122833
139.343,-0.122681
139.526,-0.123138
139.74,-0.125275
139.923,-0.12558
140.076,-0.124207
140.198,-0.123444
140.289,-0.123138
140.381,-0.123138
140.442,-0.120544
140.442,-0.120392
140.35,-0.118256
140.228,-0.118103
140.106,-0.115509
140.076,-0.114441
140.015,-0.11322
139.923,-0.113068
139.893,-0.11322
139.77,-0.111084
139.862,-0.110779
139.648,-0.110779
139.557,-0.110779
139.435,-0.110626
139.313,-0.110779
139.191,-0.108795
139.099,-0.10849
139.008,-0.108337
139.008,-0.105896
138.885,-0.105591
138.855,-0.105896
138.519,-0.106049
137.573,-0.104523
136.475,-0.103302
135.498,-0.103302
134.705,-0.103455
134.003,-0.103302
133.453,-0.101318
132.965,-0.100861
132.629,-0.0985718
132.324,-0.0973511
131.683,-0.0959778
130.493,-0.093689
129.333,-0.0914001
128.143,-0.0898743
127.258,-0.0883484
126.465,-0.0862122
125.793,-0.0848389
125.305,-0.0836182
124.908,-0.0816345
124.573,-0.0802612
124.237,-0.0787354
123.81,-0.0788879
123.413,-0.0778198
123.016,-0.0764465
122.742,-0.0753784
122.437,-0.0738525
122.284,-0.0727844
122.162,-0.0715637
122.009,-0.0701904
121.918,-0.0691223
121.826,-0.0672913
121.399,-0.0645447
121.124,-0.0630188
120.85,-0.06073
120.544,-0.0593567
120.361,-0.0572205
120.117,-0.0552368
120.056,-0.0544739
119.995,-0.0518799
119.873,-0.0508118
119.751,-0.0495911
119.812,-0.04776
119.904,-0.0469971
120.056,-0.045166
120.117,-0.0447083
120.178,-0.0424194
120.27,-0.0419617
120.361,-0.0401306
120.361,-0.0396729
120.483,-0.038147
120.514,-0.037384
120.422,-0.0361633
120.331,-0.0349426
120.331,-0.0352478
120.3,-0.0328064
120.239,-0.032196
120.178,-0.0309753
120.148,-0.0302124
120.087,-0.0286865
120.117,-0.0274658
120.087,-0.0263977
119.904,-0.0253296
119.69,-0.0254822
119.507,-0.0239563
119.293,-0.0227356
119.141,-0.0227356
119.08,-0.0238037
118.896,-0.0248718
118.927,-0.025177
118.805,-0.0274658
118.774,-0.027771
118.652,-0.0274658
118.53,-0.027771
118.408,-0.0274658
118.317,-0.0276184
118.317,-0.027771
118.225,-0.027771
118.164,-0.025177
118.195,-0.025177
118.164,-0.0228882
118.011,-0.0230408
117.493,-0.0204468
116.943,-0.0202942
116.547,-0.0180054
116.18,-0.0178528
115.845,-0.015564
115.631,-0.0154114
115.387,-0.0137329
115.173,-0.0128174
115.082,-0.0125122
114.624,-0.0106812
113.708,-0.0105286
112.64,-0.010376
111.633,-0.0100708
110.87,-0.0102234
110.199,-0.010376
109.619,-0.0102234
109.283,-0.010376
108.948,-0.0102234
108.734,-0.010376
108.124,-0.0105286
107.147,-0.0102234
106.171,-0.0102234
105.194,-0.0100708
104.431,-0.010376
103.851,-0.0102234
103.333,-0.010376
102.936,-0.010376
102.631,-0.0105286
102.234,-0.0125122
101.898,-0.0126648
101.227,-0.0125122
100.464,-0.01297
99.9145,-0.0126648
99.4873,-0.0149536
99.0295,-0.0154114
98.7549,-0.0152588
98.3887,-0.0154114
98.2055,-0.015564
97.9614,-0.015564
97.7173,-0.0152588
97.3511,-0.0151062
97.0154,-0.0152588
96.5576,-0.0167847
96.2524,-0.0178528
95.9778,-0.0175476
95.7031,-0.0178528
95.581,-0.0177002
95.459,-0.0178528
95.3979,-0.0177002
95.2453,-0.0177002
95.2453,-0.0189209
95.1538,-0.0195312
95.0928,-0.0205994
95.0622,-0.0201416
95.0317,-0.0180054
95.0622,-0.0180054
95.0622,-0.0161743
95.0317,-0.0154114
94.9707,-0.0143433
95.0012,-0.0125122
94.9402,-0.010376
94.8486,-0.00671387
94.7571,-0.00442505
94.7265,-0.000762939
94.635,0.00259399
94.6045,0.00564575
94.635,0.00991821
94.5129,0.01297
94.6045,0.017395
94.4824,0.0202942
94.5129,0.0238037
94.4824,0.0273132
94.4519,0.0302124
94.4519,0.0332642
94.4824,0.0372314
94.5129,0.0396729
94.4824,0.0418091
94.3909,0.0427246
94.4214,0.045166
94.4519,0.0448608
94.5129,0.0453186
94.4824,0.0450134
94.4824,0.0454712
94.4519,0.0454712
94.4824,0.045166
94.5434,0.045166
94.4519,0.0454712
94.5434,0.0454712
94.4519,0.0474548
94.4519,0.0500488
94.3298,0.0537109
94.2993,0.0587463
94.2688,0.0636292
94.1467,0.0683594
94.1772,0.0759888
94.0857,0.0819397
94.0857,0.087738
94.0246,0.0939941
93.9941,0.100098
94.0552,0.103607
94.0857,0.106506
94.1772,0.108795
94.2077,0.111237
94.2688,0.111389
94.3298,0.111389
94.3298,0.109863
94.3603,0.108795
94.3909,0.106506
94.3298,0.105286
94.2993,0.104218
94.3298,0.102692
94.2383,0.101624
94.2383,0.100555
94.1162,0.098877
94.0857,0.0970459
94.0246,0.0953674
94.0552,0.092926
94.0246,0.0906372
93.9941,0.0881958
93.9331,0.0856018
93.8415,0.0831604
93.6889,0.0787354
93.5058,0.0737
93.4143,0.0675964
93.3533,0.0601196
93.2617,0.0506592
93.2007,0.040741
93.2007,0.0317383
93.1091,0.0215149
93.0481,0.0123596
93.0176,0.00198364
93.0481,-0.00976562
93.0176,-0.019989
93.0176,-0.0300598
93.0176,-0.0382996
93.0176,-0.0466919
93.0176,-0.0546265
93.0176,-0.0602722
93.0176,-0.0674438
92.926,-0.0723267
92.865,-0.075531
92.8039,-0.0796509
92.7734,-0.08255
92.7429,-0.085144
92.6819,-0.0871277
92.6819,-0.0897217
92.5598,-0.091095
92.5598,-0.0923157
92.5293,-0.093689
92.4988,-0.093689
92.4072,-0.0956726
92.3767,-0.0961304
92.2851,-0.0944519
92.2241,-0.093689
92.1631,-0.0935364
92.1936,-0.0938416
92.1631,-0.0921631
92.102,-0.0907898
92.102,-0.0912476
92.1326,-0.0909424
92.1631,-0.0909424
92.1936,-0.091095
92.2241,-0.0901794
92.3157,-0.0888062
92.4072,-0.088501
92.3767,-0.0886536
92.3767,-0.0875854
92.4377,-0.0860596
92.4682,-0.0849915
92.4377,-0.0837708
92.4682,-0.0828552
92.4377,-0.0811768
92.4377,-0.0791931
92.4377,-0.0787354
92.4988,-0.0770569
92.5903,-0.0762939
92.5293,-0.0765991
92.4682,-0.0743103
92.4988,-0.0743103
92.5293,-0.0726318
92.5598,-0.0715637
92.5293,-0.0717163
92.5598,-0.0715637
92.4988,-0.0692749
92.4988,-0.0688171
92.4682,-0.0691223
92.4988,-0.0671387
92.4988,-0.0669861
92.4988,-0.0653076
92.4072,-0.0642395
92.2546,-0.0643921
92.2241,-0.0621033
92.102,-0.0605774
91.9189,-0.0593567
91.8884,-0.058136
91.7969,-0.0570679
91.6748,-0.0544739
91.6748,-0.0531006
91.7053,-0.0521851
91.5832,-0.0498962
91.3696,-0.0495911
91.0339,-0.0476074
90.8813,-0.0471497
90.6982,-0.045929
90.6372,-0.0444031
90.4846,-0.0444031
90.4236,-0.042572
90.271,-0.0419617
90.2099,-0.0422668
89.8742,-0.039978
89.3249,-0.0398254
88.7146,-0.0378418
88.0737,-0.037384
87.6159,-0.0349426
87.1582,-0.0349426
86.8225,-0.0334167
86.6089,-0.0326538
86.3037,-0.0326538
86.1511,-0.0326538
85.8459,-0.0323486
85.1745,-0.0326538
84.5642,-0.0343323
84.0759,-0.0369263
83.5571,-0.040741
83.1909,-0.043335
82.8552,-0.0480652
82.5805,-0.0527954
82.3974,-0.0576782
82.1838,-0.065155
82.1838,-0.0723267
82.0312,-0.0808716
81.9092,-0.0894165
81.8786,-0.0968933
81.8786,-0.104218
81.8786,-0.107117
81.8481,-0.105896
81.8481,-0.101013
81.7871,-0.0912476
81.7261,-0.0772095
81.665,-0.0564575
81.7261,-0.0286865
81.7261,0.00534058
81.6345,0.045166
81.6955,0.0897217
81.665,0.140381
81.665,0.194855
81.6955,0.255737
81.6955,0.321808
81.6955,0.391693
81.6345,0.464935
81.6955,0.543213
81.6955,0.625153
81.6955,0.710449
81.7261,0.798492
81.6955,0.890198
81.665,0.986938
81.6955,1.08582
81.7566,1.1908
81.665,1.29562
81.604,1.40244
81.6345,1.50345
81.6345,1.59668
81.7566,1.67542
81.7261,1.73599
81.6955,1.7775
81.6345,1.79443
81.6345,1.78528
81.6955,1.75049
81.665,1.69189
80.5664,1.60965
77.9419,1.50742
75.4089,1.38916
72.9065,1.25778
70.8008,1.11816
69.0307,0.972137
67.6575,0.821381
66.4978,0.671692
65.6433,0.523682
64.9414,0.383606
64.3005,0.251617
63.5376,0.130615
62.8967,0.0233459
62.2864,-0.0726318
61.9201,-0.15625
61.5234,-0.230103
61.2182,-0.292969
60.9741,-0.345001
60.8215,-0.388336
60.6689,-0.422974
60.4248,-0.447693
60.1501,-0.466766
59.8144,-0.477448
59.6313,-0.483856
59.4787,-0.485382
59.2041,-0.48172
59.143,-0.477142
58.9905,-0.46875
58.9599,-0.45929
58.8379,-0.449219
58.6548,-0.437317
58.197,-0.425568
57.7392,-0.414886
57.373,-0.404968
57.0068,-0.39505
56.7016,-0.387726
56.427,-0.380249
56.3049,-0.373077
56.0913,-0.365601
56.0303,-0.359497
55.8777,-0.353241
55.603,-0.347595
55.3284,-0.342255
55.0842,-0.337677
54.9621,-0.330505
54.779,-0.325317
54.657,-0.320435
54.5654,-0.315552
54.5044,-0.310516
54.3518,-0.305634
54.3213,-0.301056
54.0466,-0.296021
53.894,-0.290985
53.8025,-0.288696
53.6804,-0.283661
53.5888,-0.280914
53.5278,-0.277405
53.4363,-0.273895
53.3142,-0.271301
53.3142,-0.267639
53.3142,-0.26413
53.2226,-0.26123
53.2226,-0.257721
53.2532,-0.254211
53.2532,-0.251617
53.2226,-0.24826
53.2226,-0.245667
53.1921,-0.241852
53.1616,-0.238953
53.2226,-0.236206
53.0701,-0.232239
52.9175,-0.229645
52.6428,-0.227051
52.5818,-0.223846
52.3681,-0.219879
52.1545,-0.21698
52.0935,-0.213928
52.063,-0.210114
51.9409,-0.206909
51.8799,-0.202942
51.8493,-0.200043
51.7883,-0.196838
51.7578,-0.193329
51.6968,-0.189972
51.7578,-0.188141
51.7273,-0.184479
51.7273,-0.180664
51.7578,-0.177917
51.7273,-0.175781
51.6968,-0.172119
51.6052,-0.168304
51.2695,-0.165405
51.0254,-0.16098
50.7812,-0.158539
50.5676,-0.154266
50.415,-0.151062
50.2014,-0.146637
50.1404,-0.14389
49.9878,-0.140686
49.9573,-0.137939
49.8657,-0.133972
49.8352,-0.131531
49.7436,-0.129547
49.53,-0.126648
49.469,-0.124207
49.4385,-0.121613
49.3774,-0.119171
49.3469,-0.116882
49.3164,-0.114441
49.2859,-0.112
49.2554,-0.109558
49.3164,-0.106964
49.2248,-0.104828
49.2248,-0.102234
49.2248,-0.0997925
49.2859,-0.0970459
49.2248,-0.0947571
49.2248,-0.0918579
49.2248,-0.0912476
49.2554,-0.0889587
49.1943,-0.0874329
49.1943,-0.0849915
49.0417,-0.0837708
48.9807,-0.0814819
48.8586,-0.0779724
48.8586,-0.0752258
48.8281,-0.072937
48.7976,-0.070343
48.8281,-0.0679016
48.7976,-0.0656128
48.7366,-0.0630188
48.7671,-0.0617981
48.7366,-0.0593567
48.7671,-0.0572205
48.7366,-0.0547791
48.7366,-0.0520325
48.7671,-0.0498962
48.706,-0.0474548
48.7671,-0.0450134
48.706,-0.043335
48.645,-0.0398254
48.4924,-0.037384
48.4009,-0.0354004
48.2788,-0.0326538
48.2178,-0.0302124
48.0347,-0.0288391
48.0347,-0.0262451
47.8821,-0.0234985
47.8821,-0.0213623
47.821,-0.0187683
47.821,-0.0163269
47.7905,-0.0141907
47.8515,-0.0106812
47.7295,-0.00778198
47.7905,-0.00549316
47.76,-0.00183105
47.7295,0.000915527
47.76,0.00320435
47.76,0.00610352
47.7295,0.00900269
47.7295,0.0106812
47.9126,0.0114441
48.0652,0.0138855
48.1262,0.0140381
48.3093,0.0152588
48.3703,0.0164795
48.4009,0.0177002
48.4924,0.0189209
48.5229,0.0212097
48.584,0.022583
48.6755,0.0250244
48.7976,0.0274658
49.0417,0.0300598
49.1333,0.0325012
49.2859,0.0346375
49.3164,0.0372314
49.3469,0.0395203
49.4079,0.0416565
49.53,0.0448608
49.4995,0.0488281
49.8657,0.0517273
50.7812,0.0538635
51.7578,0.0575256
52.7038,0.0598145
53.4363,0.0636292
54.0466,0.0662231
54.5959,0.0674438
55.0537,0.0694275
55.3894,0.0720215
55.6946,0.0735474
56.8542,0.0749207
58.9905,0.0772095
61.2182,0.0794983
63.2019,0.0805664
64.9414,0.0830078
66.4367,0.0842285
67.5659,0.0865173
68.4509,0.0866699
69.1528,0.0894165
69.7937,0.0904846
70.1904,0.0918579
70.5261,0.0930786
70.7702,0.0942993
71.0449,0.09552
71.1975,0.0964355
71.3196,0.0990295
71.4111,0.098877
71.5637,0.10025
71.6247,0.101471
71.7163,0.101624
72.9065,0.103607
75.5615,0.104218
78.3081,0.104065
80.9326,0.104065
83.2519,0.103912
84.9914,0.104065
86.4258,0.104065
87.677,0.104218
88.562,0.104218
89.3249,0.105286
91.0644,0.106354
93.811,0.106659
96.6797,0.106506
99.2737,0.106659
101.471,0.106354
103.271,0.106354
104.736,0.106659
105.865,0.106506
106.873,0.106506
107.483,0.106506
108.917,0.105133
111.053,0.103912
113.312,0.104218
115.265,0.101776
116.913,0.101624
118.225,0.0993347
119.354,0.0978088
120.209,0.0967407
120.85,0.0944519
121.399,0.0927734
122.406,0.0917053
123.871,0.0892639
125.305,0.0872803
126.709,0.0846863
127.808,0.0808716
128.784,0.0779724
129.517,0.0738525
130.066,0.0709534
130.524,0.0666809
130.981,0.0637817
131.439,0.0593567
132.08,0.0541687
132.721,0.0491333
133.362,0.0442505
133.82,0.0396729
134.125,0.0350952
134.521,0.0302124
134.735,0.0248718
134.949,0.0205994
135.132,0.0154114
135.406,0.0105286
135.681,0.00350952
136.078,-0.00167847
136.353,-0.00762939
136.688,-0.0135803
136.871,-0.0209045
137.085,-0.0259399
137.268,-0.0323486
137.329,-0.0382996
137.421,-0.0430298
137.482,-0.0483704
137.543,-0.0531006
137.543,-0.0578308
137.604,-0.0630188
137.665,-0.0679016
137.665,-0.0724792
137.695,-0.075531
137.665,-0.0796509
137.726,-0.08255
137.665,-0.0871277
137.695,-0.0898743
137.695,-0.093689
137.695,-0.0959778
137.695,-0.0996399
137.756,-0.102234
137.726,-0.104675
137.787,-0.105896
137.756,-0.107727
137.695,-0.110779
137.756,-0.113373
137.726,-0.115509
137.726,-0.117035
137.726,-0.118103
137.726,-0.120087
137.726,-0.120544
137.695,-0.122986
137.787,-0.123138
137.726,-0.123138
137.726,-0.124359
137.726,-0.125427
137.756,-0.125427
137.817,-0.125275
137.756,-0.125885
137.726,-0.127716
137.695,-0.127869
137.787,-0.128021
137.756,-0.128021
137.787,-0.127869
137.787,-0.127716
137.726,-0.128021
137.695,-0.127716
137.695,-0.127869
137.787,-0.127716
137.787,-0.127869
137.756,-0.127869
137.756,-0.127716
137.787,-0.127869
137.756,-0.127716
137.756,-0.126801
137.787,-0.125427
137.939,-0.124512
138.245,-0.123138
138.611,-0.12085
138.885,-0.118866
139.16,-0.117035
139.374,-0.115509
139.496,-0.11322
139.709,-0.111237
139.801,-0.109558
139.862,-0.10849
140.106,-0.106049
140.381,-0.105743
140.717,-0.105591
140.991,-0.10376
141.205,-0.103149
141.327,-0.103149
141.632,-0.102386
141.754,-0.101166
141.754,-0.0997925
141.876,-0.0984192
141.998,-0.0958252
142.212,-0.0947571
142.364,-0.0923157
142.517,-0.0898743
142.67,-0.088501
142.761,-0.0862122
142.883,-0.0862122
142.944,-0.0839233
143.005,-0.08255
143.066,-0.0813293
143.005,-0.0790405
142.975,-0.0765991
143.066,-0.0747681
143.097,-0.0738525
143.097,-0.0718689
143.158,-0.070343
143.097,-0.0692749
143.188,-0.0666809
143.097,-0.0666809
143.158,-0.0645447
142.242,-0.0639343
140.411,-0.0621033
138.489,-0.0617981
136.627,-0.0617981
135.04,-0.0595093
133.728,-0.0595093
132.751,-0.058136
131.897,-0.0569153
131.256,-0.055542
130.737,-0.0546265
130.157,-0.0521851
